Estacion,latitud,longitud,Fecha,Periodo,SO2,H2S,NO,NO2,NOX,O3,PM10,PM25,BEN,TOL,MXIL,Dir_Aire,Vel,Tmp,HR,PRB,RS,LL
12,43.520957,-5.690707,6/3/2021,4,1,0.800000012,1,2,2,65,9,4,0.100000001,0.400000006,0.100000001,274,2.089999914,14,100,1017,34,0
12,43.520957,-5.690707,6/3/2021,3,2,0.800000012,1,2,2,67,7,3,0.100000001,0.200000003,0.200000003,287,1.690000057,13.89999962,100,1017,36,0
12,43.520957,-5.690707,6/3/2021,2,1,0.800000012,1,2,2,69,10,3,0.100000001,0.200000003,0.400000006,292,4.170000076,14,100,1017,37,0.200000003
12,43.520957,-5.690707,6/3/2021,1,1,0.800000012,1,3,2,74,12,7,0.100000001,0.200000003,0.200000003,290,3.220000029,15.10000038,100,1016,38,0.800000012
12,43.520957,-5.690707,6/2/2021,24,1,0.800000012,1,5,4,62,26,10,0.200000003,0.400000006,1.100000024,289,1.00999999,15.5,99,1016,36,0
12,43.520957,-5.690707,6/2/2021,23,1,0.800000012,1,3,3,44,19,9,0.100000001,0.600000024,1.200000048,256,0.970000029,15.19999981,98,1015,35,0
12,43.520957,-5.690707,6/2/2021,22,2,0.800000012,1,3,3,57,24,8,0.200000003,0.600000024,1.100000024,30,0.970000029,15.69999981,95,1015,36,0
12,43.520957,-5.690707,6/2/2021,21,2,0.800000012,1,8,9,80,30,15,0.300000012,0.600000024,0.899999976,68,0.99000001,16.20000076,95,1015,36,0
12,43.520957,-5.690707,6/2/2021,20,2,0.800000012,1,13,15,75,37,13,0.300000012,0.5,0.800000012,62,1,16.5,93,1014,42,0
12,43.520957,-5.690707,6/2/2021,19,2,0.899999976,1,12,13,77,29,13,0.300000012,0.600000024,1.100000024,55,1.00999999,16.70000076,91,1013,57,0
12,43.520957,-5.690707,6/2/2021,18,2,0.899999976,1,8,9,84,29,20,0.100000001,0.400000006,0.899999976,70,1.690000057,16.89999962,91,1013,145,0
12,43.520957,-5.690707,6/2/2021,17,2,0.899999976,1,11,12,82,20,6,0.200000003,0.800000012,1.299999952,71,1.850000024,16.79999924,89,1012,96,0
12,43.520957,-5.690707,6/2/2021,16,2,0.899999976,1,9,10,83,16,7,0.200000003,0.300000012,0.899999976,72,1.200000048,17,88,1012,161,0
12,43.520957,-5.690707,6/2/2021,15,2,0.899999976,1,8,10,84,27,8,0.400000006,0.600000024,1,71,1.860000014,16.79999924,89,1012,180,0
12,43.520957,-5.690707,6/2/2021,14,2,1,2,10,12,84,32,22,0.300000012,0.600000024,1.299999952,67,1.809999943,16.79999924,88,1012,215,0
12,43.520957,-5.690707,6/2/2021,13,2,1,1,9,10,86,29,18,0.300000012,0.699999988,1.299999952,74,2.289999962,16.89999962,87,1012,261,0
12,43.520957,-5.690707,6/2/2021,12,2,0.899999976,2,11,12,84,27,15,0.400000006,0.5,1.600000024,80,1.00999999,16.79999924,90,1012,277,0
12,43.520957,-5.690707,6/2/2021,11,2,1.100000024,2,15,17,81,36,17,0.200000003,1,3.299999952,76,0.99000001,15.89999962,98,1012,193,0
12,43.520957,-5.690707,6/2/2021,10,2,1.399999976,4,27,34,59,35,17,0.200000003,0.699999988,0.800000012,20,0.99000001,15.30000019,100,1012,138,0
12,43.520957,-5.690707,6/2/2021,9,2,1,2,17,19,69,25,9,0.200000003,0.400000006,0.5,69,0.970000029,14.89999962,100,1012,87,0
12,43.520957,-5.690707,6/2/2021,8,2,1.5,4,17,22,64,32,21,0.400000006,0.5,0.600000024,21,1,14.89999962,100,1011,51,0.200000003
12,43.520957,-5.690707,6/2/2021,7,2,1.799999952,1,9,10,67,25,9,0.100000001,0.200000003,0.300000012,355,1.409999967,15.30000019,100,1011,39,0
12,43.520957,-5.690707,6/2/2021,6,2,1.899999976,1,4,3,74,26,8,0.100000001,0.200000003,0.300000012,179,1.25,15.39999962,100,1011,35,0
12,43.520957,-5.690707,6/2/2021,5,2,1.200000048,1,4,5,78,23,10,0.100000001,0.200000003,0.400000006,354,1.480000019,15.39999962,100,1010,34,0
12,43.520957,-5.690707,6/2/2021,4,2,1,1,3,3,82,29,9,0.100000001,0.300000012,0.699999988,354,1.190000057,15.60000038,100,1010,34,0
12,43.520957,-5.690707,6/2/2021,3,2,0.899999976,1,2,2,85,30,8,0.100000001,0.400000006,1.299999952,50,1,16,100,1010,34,0
12,43.520957,-5.690707,6/2/2021,2,2,0.800000012,1,3,3,86,35,13,0.100000001,0.400000006,0.699999988,69,1.039999962,16,100,1010,34,0
12,43.520957,-5.690707,6/2/2021,1,2,0.899999976,1,4,4,84,32,14,0.100000001,0.300000012,0.699999988,69,1.24000001,16,99,1010,34,0
12,43.520957,-5.690707,6/1/2021,24,2,1,1,5,5,75,30,14,0.200000003,0.400000006,0.800000012,70,1.029999971,16,99,1010,34,0
12,43.520957,-5.690707,6/1/2021,23,2,1.299999952,1,13,13,53,32,16,0.100000001,0.200000003,0.600000024,179,0.99000001,15.89999962,98,1010,34,0
12,43.520957,-5.690707,6/1/2021,22,2,0.899999976,1,3,3,73,23,9,0.200000003,0.5,1.399999976,333,0.980000019,16.10000038,98,1010,34,0
12,43.520957,-5.690707,6/1/2021,21,2,1,1,9,10,69,27,10,0.200000003,0.400000006,1.100000024,249,0.99000001,16.29999924,98,1009,34,0
12,43.520957,-5.690707,6/1/2021,20,2,0.899999976,1,7,7,72,22,13,0.100000001,0.400000006,1.5,322,1.99000001,16.20000076,98,1009,36,0
12,43.520957,-5.690707,6/1/2021,19,2,0.899999976,1,7,7,73,22,13,0.100000001,0.300000012,0.400000006,322,1.840000033,16.39999962,98,1008,54,0
12,43.520957,-5.690707,6/1/2021,18,2,0.899999976,1,11,13,75,23,14,0.200000003,0.300000012,0.899999976,289,1.24000001,16.60000038,99,1008,148,0.200000003
12,43.520957,-5.690707,6/1/2021,17,2,0.899999976,1,7,7,78,21,17,0.100000001,0.200000003,0.400000006,322,3.369999886,16.5,97,1008,60,2.400000095
12,43.520957,-5.690707,6/1/2021,16,2,1.200000048,1,9,10,81,34,12,0.100000001,0.300000012,0.200000003,28,2.430000067,17.20000076,95,1008,81,0
12,43.520957,-5.690707,6/1/2021,15,2,1,1,5,6,85,37,12,0.100000001,0.400000006,0.5,185,2.839999914,17.60000038,92,1007,160,0
12,43.520957,-5.690707,6/1/2021,14,3,1.200000048,1,8,9,82,27,20,0.100000001,0.300000012,0.899999976,2,3.140000105,18.60000038,90,1007,225,0
12,43.520957,-5.690707,6/1/2021,13,2,1,2,12,14,78,31,18,0.200000003,0.600000024,0.800000012,265,2.440000057,17.70000076,97,1007,240,0
12,43.520957,-5.690707,6/1/2021,12,2,1,2,7,9,76,37,32,0.100000001,0.300000012,0.600000024,285,2.529999971,16.39999962,100,1007,129,0
12,43.520957,-5.690707,6/1/2021,11,2,1,1,5,6,80,23,12,0.100000001,0.300000012,0.600000024,293,2.170000076,16.29999924,100,1007,105,0
12,43.520957,-5.690707,6/1/2021,10,2,0.899999976,1,4,4,80,16,9,0.100000001,0.400000006,1,296,3.460000038,16.20000076,100,1006,130,0
12,43.520957,-5.690707,6/1/2021,9,2,1,1,7,7,77,22,16,0.100000001,0.600000024,1.899999976,295,5.090000153,16.10000038,100,1006,99,0
12,43.520957,-5.690707,6/1/2021,8,2,1.100000024,1,13,13,65,30,11,0.100000001,0.699999988,2,304,7.800000191,16.39999962,100,1005,109,0
12,43.520957,-5.690707,6/1/2021,7,2,1,2,13,16,60,31,15,0.200000003,0.699999988,1.200000048,284,4.460000038,16.39999962,100,1005,90,0
12,43.520957,-5.690707,6/1/2021,6,2,1.299999952,4,21,26,39,38,23,0.200000003,1.100000024,1.799999952,291,2.440000057,16.10000038,100,1005,50,0
12,43.520957,-5.690707,6/1/2021,5,2,1.200000048,3,21,25,32,43,15,0.200000003,0.600000024,1.100000024,269,1.190000057,16.20000076,100,1005,39,0
12,43.520957,-5.690707,6/1/2021,4,2,1.100000024,1,14,13,47,61,12,0.899999976,2.299999952,2.700000048,268,1.149999976,16.29999924,100,1004,39,0
12,43.520957,-5.690707,6/1/2021,3,2,1.799999952,1,18,18,30,70,17,0.400000006,1.200000048,1.200000048,208,0.99000001,16.29999924,100,1005,39,0
12,43.520957,-5.690707,6/1/2021,2,2,1,1,9,8,53,26,11,0.100000001,0.400000006,0.800000012,270,1,16.29999924,100,1005,40,0
12,43.520957,-5.690707,6/1/2021,1,2,1.299999952,1,6,5,51,29,6,0.100000001,0.400000006,0.800000012,184,1,16.29999924,100,1006,39,0
12,43.520957,-5.690707,5/31/2021,24,2,0.899999976,1,3,2,60,19,4,0.100000001,0.400000006,0.800000012,354,1,16.29999924,100,1006,39,0
12,43.520957,-5.690707,5/31/2021,23,2,0.899999976,1,3,2,58,17,6,0.100000001,0.300000012,0.600000024,32,1,16.29999924,100,1006,39,0
12,43.520957,-5.690707,5/31/2021,22,2,0.800000012,1,3,2,73,14,8,0.100000001,0.300000012,0.5,20,1.00999999,16.70000076,100,1007,39,0
12,43.520957,-5.690707,5/31/2021,21,2,0.800000012,1,4,4,81,14,7,0.100000001,0.400000006,0.600000024,42,1.049999952,17.20000076,99,1007,39,0
12,43.520957,-5.690707,5/31/2021,20,2,0.800000012,1,8,10,87,17,9,0.400000006,0.899999976,1.399999976,51,2.059999943,17.5,97,1007,63,0
12,43.520957,-5.690707,5/31/2021,19,2,0.899999976,1,12,13,83,22,16,0.400000006,0.699999988,1.200000048,61,3.49000001,18,94,1006,119,0
12,43.520957,-5.690707,5/31/2021,18,2,0.899999976,2,10,13,89,19,6,0.100000001,0.600000024,1,58,3.450000048,18.70000076,89,1007,224,0
12,43.520957,-5.690707,5/31/2021,17,2,0.899999976,1,8,10,93,18,5,0.200000003,1,1.600000024,61,3.809999943,19.10000038,87,1007,317,0
12,43.520957,-5.690707,5/31/2021,16,2,1,1,11,13,87,19,7,0.200000003,1.100000024,2.099999905,62,3.970000029,18.79999924,84,1007,292,0
12,43.520957,-5.690707,5/31/2021,15,2,0.899999976,1,9,11,90,21,12,0.200000003,0.5,0.899999976,62,5.429999828,18.89999962,83,1008,418,0
12,43.520957,-5.690707,5/31/2021,14,3,1,1,9,10,92,16,8,0.200000003,0.600000024,1,60,5.650000095,19,85,1008,568,0
12,43.520957,-5.690707,5/31/2021,13,3,1.100000024,1,10,11,84,16,9,0.200000003,0.600000024,0.899999976,64,5.550000191,18.79999924,86,1009,637,0
12,43.520957,-5.690707,5/31/2021,12,2,1.100000024,2,11,13,86,17,12,0.5,1.100000024,1.200000048,63,4.449999809,18.5,90,1010,626,0
12,43.520957,-5.690707,5/31/2021,11,2,1,2,15,18,84,21,19,0.300000012,1.100000024,1.799999952,68,4.519999981,18.39999962,88,1010,577,0
12,43.520957,-5.690707,5/31/2021,10,3,1,2,12,15,80,17,13,0.200000003,1.200000048,1.799999952,66,3.859999895,17.79999924,91,1010,494,0
12,43.520957,-5.690707,5/31/2021,9,3,1.200000048,2,11,14,67,20,9,0.699999988,3.5,3.299999952,64,2.789999962,17.39999962,94,1011,361,0
12,43.520957,-5.690707,5/31/2021,8,7,2.799999952,16,29,53,37,64,18,3,12.19999981,6.199999809,70,2.660000086,16.89999962,94,1011,276,0
12,43.520957,-5.690707,5/31/2021,7,7,4.599999905,42,33,97,8,176,34,4.800000191,12.10000038,6.800000191,152,1.100000024,15.39999962,100,1012,162,0
12,43.520957,-5.690707,5/31/2021,6,3,3.700000048,30,25,71,4,255,32,2.5,4.599999905,3,275,0.99000001,13.30000019,100,1012,73,0
12,43.520957,-5.690707,5/31/2021,5,2,1.200000048,6,18,26,19,74,16,0.300000012,1.200000048,1.5,135,0.970000029,13.39999962,100,1012,38,0
12,43.520957,-5.690707,5/31/2021,4,1,0.800000012,1,3,3,30,15,9,0.100000001,0.400000006,1.100000024,290,1,13.5,100,1012,39,0
12,43.520957,-5.690707,5/31/2021,3,2,0.800000012,1,2,2,68,14,6,0.100000001,0.300000012,0.5,78,1.679999948,14.89999962,100,1013,39,0
12,43.520957,-5.690707,5/31/2021,2,1,0.800000012,1,2,2,72,19,9,0.100000001,0.5,0.800000012,72,1.519999981,15.39999962,100,1013,39,0
12,43.520957,-5.690707,5/31/2021,1,2,0.899999976,1,2,2,60,23,9,0.100000001,0.400000006,0.400000006,66,1.389999986,15.19999981,100,1014,39,0
12,43.520957,-5.690707,5/30/2021,24,1,0.800000012,1,3,2,63,16,9,0.100000001,0.400000006,0.699999988,46,1.029999971,15.39999962,100,1015,39,0
12,43.520957,-5.690707,5/30/2021,23,1,0.800000012,1,2,2,74,15,6,0.200000003,0.5,1,70,1,15.89999962,100,1015,40,0
12,43.520957,-5.690707,5/30/2021,22,2,0.800000012,1,3,2,84,10,7,0.100000001,0.5,0.699999988,72,2.980000019,16.29999924,99,1015,41,0
12,43.520957,-5.690707,5/30/2021,21,1,0.800000012,1,4,4,75,12,4,0.200000003,1.299999952,1.799999952,44,1.220000029,16.39999962,95,1015,49,0
12,43.520957,-5.690707,5/30/2021,20,2,0.800000012,1,6,7,79,31,21,0.5,0.600000024,1,67,2.349999905,16.70000076,94,1015,62,0
12,43.520957,-5.690707,5/30/2021,19,2,0.800000012,1,7,8,78,21,13,0.200000003,0.5,0.699999988,66,3.569999933,17.29999924,93,1015,146,0
12,43.520957,-5.690707,5/30/2021,18,2,0.800000012,1,4,4,84,17,11,0.100000001,0.200000003,0.5,49,3.400000095,17.60000038,92,1015,243,0
12,43.520957,-5.690707,5/30/2021,17,2,0.800000012,1,5,5,81,11,9,0.100000001,0.300000012,0.800000012,53,4.03000021,17.60000038,90,1015,364,0
12,43.520957,-5.690707,5/30/2021,16,2,0.800000012,1,5,6,83,15,8,0.200000003,0.600000024,1.100000024,50,3.819999933,18,88,1016,474,0
12,43.520957,-5.690707,5/30/2021,15,2,0.800000012,1,5,5,93,20,18,0.200000003,0.300000012,0.5,45,3.660000086,18,87,1016,573,0
12,43.520957,-5.690707,5/30/2021,14,2,0.899999976,1,7,8,88,22,18,0.200000003,0.300000012,0.5,68,4.110000134,17.5,86,1016,589,0
12,43.520957,-5.690707,5/30/2021,13,2,0.899999976,1,9,10,84,24,14,0.5,0.5,0.800000012,74,4.650000095,17,88,1017,646,0
12,43.520957,-5.690707,5/30/2021,12,2,1,1,12,14,80,34,22,0.5,0.800000012,1.299999952,75,4.400000095,17.20000076,87,1017,615,0
12,43.520957,-5.690707,5/30/2021,11,3,1.100000024,2,12,14,75,34,21,0.400000006,0.800000012,1.399999976,74,4.059999943,17.39999962,86,1017,563,0
12,43.520957,-5.690707,5/30/2021,10,6,2.299999952,5,20,29,59,46,20,0.600000024,0.699999988,2.799999952,69,3.670000076,18.5,82,1018,495,0
12,43.520957,-5.690707,5/30/2021,9,4,2.200000048,7,23,33,46,56,23,0.300000012,1.100000024,1.399999976,233,1.019999981,17.79999924,88,1018,390,0
12,43.520957,-5.690707,5/30/2021,8,2,1.899999976,3,16,20,45,44,17,0.600000024,2.700000048,2.5,126,1.190000057,15.5,100,1018,208,0
12,43.520957,-5.690707,5/30/2021,7,2,3.099999905,7,23,34,15,190,25,0.5,2.400000095,2.599999905,195,1,14.60000038,100,1018,107,0
12,43.520957,-5.690707,5/30/2021,6,2,2,4,19,24,12,120,16,0.200000003,1.799999952,1.5,273,1,13.60000038,100,1018,46,0
12,43.520957,-5.690707,5/30/2021,5,2,1,1,6,6,21,23,10,0.200000003,0.800000012,1,196,0.99000001,13.19999981,100,1018,39,0
12,43.520957,-5.690707,5/30/2021,4,2,1.799999952,1,12,12,19,35,15,0.200000003,0.699999988,1.299999952,356,0.980000019,13.19999981,100,1018,39,0
12,43.520957,-5.690707,5/30/2021,3,2,1.899999976,1,18,18,22,62,17,0.300000012,0.800000012,1.299999952,268,0.980000019,13.60000038,100,1019,38,0
12,43.520957,-5.690707,5/30/2021,2,2,1.700000048,1,13,12,32,90,20,0.400000006,1.299999952,1.799999952,264,0.980000019,13.89999962,100,1019,38,0
12,43.520957,-5.690707,5/30/2021,1,1,1.100000024,1,8,7,32,30,6,0.100000001,1,0.800000012,269,0.970000029,14,100,1020,38,0
12,43.520957,-5.690707,5/29/2021,24,1,0.899999976,1,5,4,26,16,3,0.100000001,0.200000003,0.5,291,0.980000019,14.10000038,100,1021,39,0
12,43.520957,-5.690707,5/29/2021,23,1,2.5,1,4,4,38,12,4,0.100000001,0.5,0.5,285,0.970000029,14.60000038,100,1021,39,0
12,43.520957,-5.690707,5/29/2021,22,1,1,1,3,3,54,14,8,0.100000001,0.699999988,0.699999988,308,0.980000019,15.30000019,100,1021,43,0
12,43.520957,-5.690707,5/29/2021,21,1,0.899999976,1,2,2,68,11,6,0.100000001,0.400000006,0.5,14,1.360000014,15.80000019,97,1020,47,0
12,43.520957,-5.690707,5/29/2021,20,1,0.800000012,1,8,9,66,13,7,0.100000001,0.400000006,0.5,27,1.029999971,16.39999962,92,1020,56,0
12,43.520957,-5.690707,5/29/2021,19,1,0.800000012,1,7,7,70,18,10,0.200000003,0.400000006,0.600000024,131,1.00999999,17.29999924,90,1020,113,0
12,43.520957,-5.690707,5/29/2021,18,2,0.800000012,1,4,5,70,18,6,0.100000001,0.300000012,0.600000024,45,1.110000014,17,92,1020,178,0
12,43.520957,-5.690707,5/29/2021,17,1,0.800000012,1,2,3,67,10,8,0.100000001,0.100000001,0.200000003,181,3.599999905,17.39999962,90,1021,288,0
12,43.520957,-5.690707,5/29/2021,16,2,0.800000012,1,2,2,67,18,9,0.100000001,0.100000001,0.200000003,8,3.49000001,17.79999924,87,1020,357,0
12,43.520957,-5.690707,5/29/2021,15,2,0.899999976,1,2,2,69,12,7,0.100000001,0.100000001,0.300000012,345,6.150000095,17.89999962,86,1020,540,0
12,43.520957,-5.690707,5/29/2021,14,2,1.100000024,1,2,2,68,18,8,0.100000001,0.200000003,0.600000024,352,6.170000076,18.10000038,85,1020,564,0
12,43.520957,-5.690707,5/29/2021,13,2,1,1,2,2,69,12,9,0.100000001,0.300000012,0.400000006,350,6.110000134,18.70000076,83,1020,623,0
12,43.520957,-5.690707,5/29/2021,12,2,0.899999976,1,4,5,70,22,8,0.100000001,0.200000003,0.400000006,184,4.360000134,20,77,1020,618,0
12,43.520957,-5.690707,5/29/2021,11,2,0.899999976,2,4,6,69,19,10,0.100000001,0.200000003,0.600000024,316,3.470000029,19.20000076,80,1020,594,0
12,43.520957,-5.690707,5/29/2021,10,2,0.899999976,1,4,6,65,13,10,0.100000001,0.200000003,0.400000006,295,3.630000114,17.79999924,85,1020,400,0
12,43.520957,-5.690707,5/29/2021,9,2,0.800000012,1,4,5,63,14,6,0.100000001,0.200000003,0.600000024,295,4.28000021,17,88,1020,324,0
12,43.520957,-5.690707,5/29/2021,8,2,0.800000012,1,3,4,63,15,7,0.100000001,0.100000001,0.300000012,295,4.110000134,15.80000019,96,1020,221,0
12,43.520957,-5.690707,5/29/2021,7,2,0.800000012,1,3,3,60,16,6,0.100000001,0.200000003,0.300000012,297,2.569999933,15.30000019,100,1020,115,0
12,43.520957,-5.690707,5/29/2021,6,1,0.800000012,1,4,5,54,23,9,0.100000001,0.200000003,0.600000024,287,1.769999981,15,100,1019,55,0
12,43.520957,-5.690707,5/29/2021,5,1,0.800000012,1,6,6,53,20,3,0.200000003,0.200000003,0.600000024,270,1.470000029,15,100,1018,38,0
12,43.520957,-5.690707,5/29/2021,4,2,0.800000012,1,4,3,49,23,5,0.100000001,0.200000003,0.600000024,248,0.99000001,15.10000038,100,1018,38,0
12,43.520957,-5.690707,5/29/2021,3,2,0.800000012,1,4,4,52,22,7,0.100000001,0.100000001,0.200000003,248,0.99000001,15,100,1018,38,0
12,43.520957,-5.690707,5/29/2021,2,1,0.800000012,1,2,2,56,13,7,0.100000001,0.200000003,0.300000012,275,2.569999933,14.89999962,100,1018,39,0
12,43.520957,-5.690707,5/29/2021,1,1,0.800000012,1,3,3,41,21,16,0.100000001,0.300000012,0.899999976,298,1.340000033,14.69999981,100,1018,39,0
12,43.520957,-5.690707,5/28/2021,24,1,0.800000012,1,4,4,20,12,8,0.100000001,0.300000012,0.699999988,343,1,14.39999962,100,1018,39,0
12,43.520957,-5.690707,5/28/2021,23,1,0.800000012,1,8,7,32,25,11,0.100000001,0.300000012,1.100000024,271,1,14.89999962,100,1018,39,0
12,43.520957,-5.690707,5/28/2021,22,1,0.800000012,1,6,6,42,17,6,0.100000001,0.400000006,0.600000024,271,1.24000001,15.19999981,100,1018,39,0
12,43.520957,-5.690707,5/28/2021,21,2,0.800000012,1,7,6,43,20,7,0.100000001,0.5,0.899999976,270,1,15.5,100,1018,39,0
12,43.520957,-5.690707,5/28/2021,20,1,0.800000012,2,10,11,50,17,8,0.100000001,0.200000003,0.600000024,244,1,15.39999962,100,1017,52,0.200000003
12,43.520957,-5.690707,5/28/2021,19,1,0.800000012,2,9,11,49,14,9,0.100000001,0.200000003,0.600000024,295,1.570000052,15.60000038,98,1017,41,2.599999905
12,43.520957,-5.690707,5/28/2021,18,1,1.100000024,1,7,8,57,19,5,0.100000001,0.200000003,0.300000012,287,3.099999905,16.29999924,94,1016,47,1
12,43.520957,-5.690707,5/28/2021,17,2,1.100000024,1,5,5,60,21,6,0.100000001,0.200000003,0.200000003,269,3.829999924,17.39999962,88,1015,202,0
12,43.520957,-5.690707,5/28/2021,16,2,0.800000012,1,2,2,66,26,9,0.100000001,0.300000012,0.5,15,2.799999952,18.5,85,1015,476,0
12,43.520957,-5.690707,5/28/2021,15,2,0.800000012,1,2,2,67,17,6,0.100000001,0.200000003,0.300000012,90,3.349999905,17.29999924,90,1015,389,0
12,43.520957,-5.690707,5/28/2021,14,2,0.899999976,1,3,4,66,19,8,0.100000001,0.300000012,0.600000024,21,3.5,18.20000076,84,1015,408,0
12,43.520957,-5.690707,5/28/2021,13,2,1,2,5,7,67,23,12,0.200000003,0.600000024,0.800000012,4,3.569999933,19.10000038,82,1015,601,0
12,43.520957,-5.690707,5/28/2021,12,3,1.200000048,3,14,18,61,34,12,0.300000012,0.899999976,1.200000048,71,2.589999914,18.60000038,83,1015,620,0
12,43.520957,-5.690707,5/28/2021,11,3,1.299999952,4,16,23,55,36,16,0.200000003,1.299999952,1.5,84,1.289999962,18,86,1015,568,0
12,43.520957,-5.690707,5/28/2021,10,3,1.100000024,3,12,17,56,17,11,0.100000001,1,0.899999976,48,1.00999999,16.70000076,92,1015,333,0
12,43.520957,-5.690707,5/28/2021,9,2,0.899999976,1,11,12,,21,9,,,,67,0.99000001,15.60000038,95,1015,144,0
12,43.520957,-5.690707,5/28/2021,8,,,,,,,25,5,,,,72,1,15.39999962,95,1015,99,0
12,43.520957,-5.690707,5/28/2021,7,,,,,,,,,,,,29,1.059999943,15.19999981,97,1015,64,0
12,43.520957,-5.690707,5/28/2021,6,1,0.800000012,2,11,14,58,,,0.100000001,0.400000006,0.699999988,67,0.99000001,14.80000019,98,1015,49,0
12,43.520957,-5.690707,5/28/2021,5,1,0.800000012,1,5,6,59,21,5,0.100000001,0.300000012,0.400000006,51,0.970000029,14.60000038,98,1015,46,0
12,43.520957,-5.690707,5/28/2021,4,2,0.800000012,1,4,3,62,20,7,0.100000001,0.200000003,0.699999988,59,0.99000001,14.60000038,98,1014,47,0
12,43.520957,-5.690707,5/28/2021,3,1,0.800000012,1,2,2,64,22,8,0.100000001,0.400000006,0.600000024,66,1.49000001,14.69999981,97,1014,48,0
12,43.520957,-5.690707,5/28/2021,2,1,0.800000012,1,2,2,61,24,4,0.100000001,0.400000006,0.400000006,66,1,14.80000019,97,1014,48,0
12,43.520957,-5.690707,5/28/2021,1,1,0.800000012,1,2,2,64,26,6,0.100000001,0.200000003,0.600000024,75,1.549999952,14.89999962,97,1015,49,0
12,43.520957,-5.690707,5/27/2021,24,1,0.800000012,1,2,2,65,25,7,0.100000001,0.300000012,0.300000012,72,1.450000048,14.89999962,96,1015,49,0
12,43.520957,-5.690707,5/27/2021,23,1,0.800000012,1,2,2,67,23,7,0.100000001,0.400000006,0.400000006,74,2.069999933,15,95,1015,49,0
12,43.520957,-5.690707,5/27/2021,22,1,0.800000012,1,3,2,68,31,10,0.200000003,0.600000024,0.899999976,75,3.190000057,15,95,1015,50,0
12,43.520957,-5.690707,5/27/2021,21,1,0.800000012,1,4,4,67,26,9,0.400000006,0.800000012,1.200000048,71,4.090000153,15,95,1014,49,0
12,43.520957,-5.690707,5/27/2021,20,1,0.800000012,1,4,4,69,31,18,0.400000006,0.699999988,0.899999976,70,4.78000021,15.10000038,94,1014,59,0
12,43.520957,-5.690707,5/27/2021,19,1,0.800000012,1,5,5,69,38,16,0.400000006,0.5,0.600000024,70,5.320000172,15.39999962,91,1014,85,0
12,43.520957,-5.690707,5/27/2021,18,2,0.800000012,1,5,5,67,31,18,0.200000003,0.5,0.800000012,72,6.010000229,15.69999981,90,1014,190,0
12,43.520957,-5.690707,5/27/2021,17,2,0.800000012,1,6,6,67,24,13,0.100000001,0.400000006,0.899999976,74,6.289999962,16,88,1014,336,0
12,43.520957,-5.690707,5/27/2021,16,2,0.800000012,1,5,5,65,28,11,0.200000003,0.600000024,0.899999976,74,6.610000134,16,89,1014,402,0
12,43.520957,-5.690707,5/27/2021,15,2,0.800000012,1,6,6,67,34,16,0.200000003,0.600000024,0.800000012,73,6.659999847,16,90,1014,395,0
12,43.520957,-5.690707,5/27/2021,14,2,0.899999976,1,6,6,70,33,21,0.300000012,0.600000024,0.899999976,70,6.920000076,16.20000076,88,1014,461,0
12,43.520957,-5.690707,5/27/2021,13,2,0.899999976,1,7,7,70,32,20,0.300000012,0.899999976,1.399999976,72,7.869999886,16.10000038,87,1014,649,0
12,43.520957,-5.690707,5/27/2021,12,2,0.899999976,1,7,8,68,36,27,0.300000012,2.200000048,1.399999976,72,7.179999828,16.10000038,87,1014,632,0
12,43.520957,-5.690707,5/27/2021,11,2,0.800000012,1,6,7,64,23,18,0.400000006,1.799999952,1.399999976,73,6.389999866,15.80000019,88,1015,492,0
12,43.520957,-5.690707,5/27/2021,10,2,0.899999976,1,7,8,59,27,12,0.100000001,0.5,0.899999976,74,5.679999828,15.5,88,1015,381,0
12,43.520957,-5.690707,5/27/2021,9,2,0.800000012,1,8,10,56,26,13,0.300000012,1.100000024,1.399999976,73,4.920000076,15.60000038,86,1015,415,0
12,43.520957,-5.690707,5/27/2021,8,2,1.399999976,10,23,38,38,29,11,1.399999976,4,3.400000095,69,0.99000001,14.60000038,92,1015,248,0
12,43.520957,-5.690707,5/27/2021,7,3,2.599999905,20,26,56,17,71,20,2.5,5,3,84,0.980000019,13,100,1015,184,0
12,43.520957,-5.690707,5/27/2021,6,2,2.5,16,22,47,7,106,24,3.5,3.200000048,2.299999952,293,0.949999988,10.69999981,100,1015,70,0
12,43.520957,-5.690707,5/27/2021,5,2,4.5,7,19,29,4,110,21,3.700000048,3.299999952,2.200000048,263,0.949999988,9.800000191,100,1015,36,0
12,43.520957,-5.690707,5/27/2021,4,2,3.400000095,3,15,20,3,117,22,2,3.099999905,2.099999905,269,0.959999979,9.699999809,100,1016,35,0
12,43.520957,-5.690707,5/27/2021,3,1,2,2,12,15,7,98,17,0.400000006,2.299999952,1.5,229,0.949999988,10.19999981,99,1016,36,0
12,43.520957,-5.690707,5/27/2021,2,1,0.800000012,1,4,4,22,19,13,0.200000003,3.299999952,2,242,0.959999979,10.89999962,96,1016,36,0
12,43.520957,-5.690707,5/27/2021,1,1,0.800000012,1,4,3,37,17,11,0.200000003,1.299999952,0.800000012,212,0.959999979,12.10000038,94,1017,40,0
12,43.520957,-5.690707,5/26/2021,24,1,0.800000012,1,3,3,57,27,9,0.100000001,0.5,0.800000012,73,0.959999979,13.19999981,92,1017,43,0
